,Time(s),Row x Col
39x21,0.104044,819
63x13,0.201274,819
91x9,0.307144,819
41x20,0.104517,820
82x10,0.302146,820
33x25,0.194438,825
55x15,0.198841,825
75x11,0.207488,825
59x14,0.200576,826
36x23,0.194643,828
46x18,0.194986,828
69x12,0.294357,828
92x9,0.308545,828
83x10,0.303565,830
32x26,0.194774,832
52x16,0.107543,832
64x13,0.202535,832
49x17,0.106058,833
38x22,0.194802,836
44x19,0.105422,836
76x11,0.297952,836
31x27,0.104566,837
93x9,0.401725,837
30x28,0.195519,840
35x24,0.194872,840
40x21,0.103962,840
42x20,0.105136,840
56x15,0.108749,840
60x14,0.200834,840
70x12,0.29535,840
84x10,0.393114,840
65x13,0.202543,845
47x18,0.106106,846
94x9,0.40046,846
77x11,0.299626,847
53x16,0.198291,848
34x25,0.194496,850
50x17,0.197321,850
85x10,0.304832,850
37x23,0.106061,851
71x12,0.295673,852
61x14,0.201451,854
45x19,0.105655,855
57x15,0.200191,855
95x9,0.400905,855
33x26,0.105013,858
39x22,0.194947,858
66x13,0.204437,858
78x11,0.300231,858
43x20,0.195492,860
86x10,0.396044,860
41x21,0.195575,861
32x27,0.105526,864
36x24,0.105493,864
48x18,0.197089,864
54x16,0.199053,864
72x12,0.206838,864
96x9,0.403544,864
51x17,0.197809,867
31x28,0.195273,868
62x14,0.203849,868
79x11,0.39209,869
30x29,0.106221,870
58x15,0.200557,870
87x10,0.307193,870
67x13,0.204848,871
97x9,0.405299,873
38x23,0.105262,874
46x19,0.205507,874
35x25,0.199425,875
73x12,0.298252,876
40x22,0.195229,880
44x20,0.1951,880
55x16,0.309558,880
80x11,0.30262,880
88x10,0.397513,880
42x21,0.195696,882
49x18,0.197326,882
63x14,0.202549,882
98x9,0.405228,882
34x26,0.105848,884
52x17,0.19829,884
68x13,0.295793,884
59x15,0.201698,885
37x24,0.196455,888
74x12,0.300366,888
89x10,0.39931,890
33x27,0.196707,891
81x11,0.393465,891
99x9,0.497342,891
47x19,0.197088,893
32x28,0.196587,896
56x16,0.200271,896
64x14,0.203865,896
39x23,0.105586,897
69x13,0.296847,897
31x29,0.196693,899
36x25,0.195943,900
45x20,0.196898,900
50x18,0.10786,900
60x15,0.202037,900
75x12,0.300678,900
90x10,0.400185,900
53x17,0.198851,901
41x22,0.105677,902
82x11,0.394235,902
43x21,0.10679,903
35x26,0.218254,910
65x14,0.20532,910
70x13,0.297851,910
91x10,0.401053,910
38x24,0.196243,912
48x19,0.197368,912
57x16,0.200856,912
76x12,0.301609,912
83x11,0.408006,913
61x15,0.203112,915
34x27,0.196266,918
51x18,0.198855,918
54x17,0.199824,918
40x23,0.106011,920
46x20,0.106859,920
92x10,0.492749,920
71x13,0.298584,923
33x28,0.196128,924
42x22,0.106673,924
44x21,0.197616,924
66x14,0.296567,924
77x12,0.391872,924
84x11,0.307632,924
37x25,0.105867,925
32x29,0.197542,928
58x16,0.201377,928
31x30,0.107148,930
62x15,0.29417,930
93x10,0.495032,930
49x19,0.197479,931
55x17,0.201146,935
85x11,0.398137,935
36x26,0.106594,936
39x24,0.196217,936
52x18,0.199679,936
72x13,0.298698,936
78x12,0.393591,936
67x14,0.296796,938
47x20,0.198397,940
94x10,0.406134,940
41x23,0.196934,943
59x16,0.202539,944
35x27,0.196844,945
45x21,0.197913,945
63x15,0.300842,945
43x22,0.198508,946
86x11,0.39998,946
79x12,0.304756,948
73x13,0.300618,949
38x25,0.196877,950
50x19,0.198361,950
95x10,0.49691,950
34x28,0.198063,952
56x17,0.291375,952
68x14,0.297605,952
53x18,0.200181,954
33x29,0.19968,957
87x11,0.491649,957
32x30,0.197801,960
40x24,0.196558,960
48x20,0.198636,960
60x16,0.203015,960
64x15,0.295501,960
80x12,0.395732,960
96x10,0.498729,960
37x26,0.197019,962
74x13,0.302186,962
42x23,0.197293,966
46x21,0.198938,966
69x14,0.208948,966
44x22,0.107238,968
88x11,0.401769,968
51x19,0.199788,969
57x17,0.203021,969
97x10,0.498783,970
36x27,0.199167,972
54x18,0.200795,972
81x12,0.305666,972
39x25,0.196763,975
65x15,0.296045,975
75x13,0.39415,975
61x16,0.294422,976
89x11,0.403256,979
35x28,0.19799,980
49x20,0.199131,980
70x14,0.209441,980
98x10,0.500177,980
41x24,0.197736,984
82x12,0.307222,984
34x29,0.107257,986
58x17,0.313848,986
47x21,0.198978,987
38x26,0.107668,988
52x19,0.200434,988
76x13,0.394098,988
43x23,0.197409,989
33x30,0.198444,990
45x22,0.198167,990
55x18,0.291667,990
66x15,0.207029,990
90x11,0.493818,990
99x10,0.502787,990
32x31,0.199706,992
62x16,0.204466,992
71x14,0.300334,994
83x12,0.399626,996
37x27,0.197639,999
40x25,0.197271,1000
50x20,0.200489,1000
77x13,0.304249,1001
91x11,0.496615,1001
59x17,0.293731,1003
67x15,0.298924,1005
53x19,0.201404,1007
36x28,0.198034,1008
42x24,0.197837,1008
48x21,0.199799,1008
56x18,0.202746,1008
63x16,0.295709,1008
72x14,0.300778,1008
84x12,0.490694,1008
44x23,0.198825,1012
46x22,0.19927,1012
92x11,0.408045,1012
39x26,0.19774,1014
78x13,0.305146,1014
35x29,0.198662,1015
34x30,0.198494,1020
51x20,0.200214,1020
60x17,0.294449,1020
68x15,0.209464,1020
85x12,0.401881,1020
73x14,0.303215,1022
33x31,0.108944,1023
93x11,0.49931,1023
64x16,0.297607,1024
41x25,0.198766,1025
38x27,0.198368,1026
54x19,0.402086,1026
57x18,0.203589,1026
79x13,0.397051,1027
49x21,0.200662,1029
43x24,0.199164,1032
86x12,0.404153,1032
47x22,0.199947,1034
94x11,0.499465,1034
45x23,0.108903,1035
69x15,0.390936,1035
37x28,0.198764,1036
74x14,0.394188,1036
61x17,0.205723,1037
40x26,0.107972,1040
52x20,0.31177,1040
65x16,0.299226,1040
80x13,0.399488,1040
36x29,0.199015,1044
58x18,0.294728,1044
87x12,0.403889,1044
55x19,0.203776,1045
95x11,0.501825,1045
35x30,0.19949,1050
42x25,0.198707,1050
50x21,0.291617,1050
70x15,0.390942,1050
75x14,0.305216,1050
39x27,0.10874,1053
81x13,0.398746,1053
34x31,0.200016,1054
62x17,0.297105,1054
33x32,0.200324,1056
44x24,0.199826,1056
48x22,0.305572,1056
66x16,0.298899,1056
88x12,0.405465,1056
96x11,0.500929,1056
46x23,0.200134,1058
53x20,0.202756,1060
59x18,0.205652,1062
38x28,0.198602,1064
56x19,0.202566,1064
76x14,0.306226,1064
71x15,0.302396,1065
41x26,0.199587,1066
82x13,0.491316,1066
97x11,0.595757,1067
89x12,0.496809,1068
51x21,0.531073,1071
63x17,0.297644,1071
67x16,0.300481,1072
37x29,0.199816,1073
43x25,0.19965,1075
49x22,0.207584,1078
77x14,0.397237,1078
98x11,0.597457,1078
83x13,0.491891,1079
36x30,0.203042,1080
40x27,0.198974,1080
45x24,0.200224,1080
54x20,0.204111,1080
60x18,0.206111,1080
72x15,0.302538,1080
90x12,0.498579,1080
47x23,0.201064,1081
57x19,0.295318,1083
35x31,0.200447,1085
34x32,0.315791,1088
64x17,0.299648,1088
68x16,0.301304,1088
99x11,0.598154,1089
39x28,0.199469,1092
42x26,0.199658,1092
52x21,0.292265,1092
78x14,0.39799,1092
84x13,0.40405,1092
91x12,0.499656,1092
73x15,0.394735,1095
61x18,0.297758,1098
44x25,0.200226,1100
50x22,0.21587,1100
55x20,0.204535,1100
38x29,0.200547,1102
58x19,0.295698,1102
46x24,0.200835,1104
48x23,0.201721,1104
69x16,0.302627,1104
92x12,0.500896,1104
65x17,0.29984,1105
85x13,0.495379,1105
79x14,0.400683,1106
41x27,0.200522,1107
37x30,0.200426,1110
74x15,0.306529,1110
53x21,0.293966,1113
36x31,0.197433,1116
62x18,0.297382,1116
93x12,0.501911,1116
43x26,0.200613,1118
86x13,0.496577,1118
35x32,0.200734,1120
40x28,0.199589,1120
56x20,0.295447,1120
70x16,0.302885,1120
80x14,0.401986,1120
59x19,0.296506,1121
34x33,0.196852,1122
51x22,0.20299,1122
66x17,0.299645,1122
45x25,0.291053,1125
75x15,0.398514,1125
49x23,0.292345,1127
47x24,0.201835,1128
94x12,0.502848,1128
39x29,0.20109,1131
87x13,0.498301,1131
42x27,0.201295,1134
54x21,0.20442,1134
63x18,0.299806,1134
81x14,0.401229,1134
71x16,0.305388,1136
67x17,0.302082,1139
38x30,0.201589,1140
57x20,0.295955,1140
60x19,0.297358,1140
76x15,0.399358,1140
95x12,0.597097,1140
44x26,0.293587,1144
52x22,0.203438,1144
88x13,0.498358,1144
37x31,0.202008,1147
41x28,0.200894,1148
82x14,0.404234,1148
46x25,0.402572,1150
50x23,0.293043,1150
36x32,0.202331,1152
48x24,0.202454,1152
64x18,0.30053,1152
72x16,0.396235,1152
96x12,0.59601,1152
35x33,0.202291,1155
55x21,0.296393,1155
77x15,0.399441,1155
68x17,0.302499,1156
89x13,0.50101,1157
61x19,0.29825,1159
40x29,0.200979,1160
58x20,0.206822,1160
43x27,0.202408,1161
83x14,0.407066,1162
97x12,0.599785,1164
53x22,0.204652,1166
73x16,0.306612,1168
39x30,0.291611,1170
45x26,0.202539,1170
65x18,0.302155,1170
78x15,0.400564,1170
90x13,0.500235,1170
51x23,0.293484,1173
69x17,0.304238,1173
47x25,0.203728,1175
42x28,0.201945,1176
49x24,0.202746,1176
56x21,0.206655,1176
84x14,0.496606,1176
98x12,0.600368,1176
38x31,0.293035,1178
62x19,0.299258,1178
59x20,0.407906,1180
91x13,0.503087,1183
37x32,0.202607,1184
74x16,0.39887,1184
79x15,0.402594,1185
36x33,0.293264,1188
44x27,0.203709,1188
54x22,0.296079,1188
66x18,0.393811,1188
99x12,0.603957,1188
41x29,0.20166,1189
35x34,0.202837,1190
70x17,0.305217,1190
85x14,0.500976,1190
46x26,0.312679,1196
52x23,0.295159,1196
92x13,0.505113,1196
57x21,0.208217,1197
63x19,0.301122,1197
40x30,0.292116,1200
48x25,0.202839,1200
50x24,0.203229,1200
60x20,0.298893,1200
75x16,0.400666,1200
80x15,0.404486,1200
43x28,0.202387,1204
86x14,0.500587,1204
67x18,0.304965,1206
71x17,0.307405,1207
39x31,0.20265,1209
93x13,0.597668,1209
55x22,0.40224,1210
45x27,0.203468,1215
81x15,0.494369,1215
38x32,0.312647,1216
64x19,0.302392,1216
76x16,0.400785,1216
42x29,0.202993,1218
58x21,0.298695,1218
87x14,0.501688,1218
53x23,0.296847,1219
61x20,0.300112,1220
37x33,0.293765,1221
47x26,0.295041,1222
94x13,0.597637,1222
36x34,0.204939,1224
51x24,0.207944,1224
68x18,0.305376,1224
72x17,0.506549,1224
49x25,0.20445,1225
41x30,0.203512,1230
82x15,0.495989,1230
44x28,0.202623,1232
56x22,0.297531,1232
77x16,0.401859,1232
88x14,0.501476,1232
65x19,0.394071,1235
95x13,0.599822,1235
59x21,0.299367,1239
40x31,0.20235,1240
62x20,0.301488,1240
73x17,0.399689,1241
46x27,0.203676,1242
54x23,0.406966,1242
69x18,0.396693,1242
83x15,0.498376,1245
89x14,0.50359,1246
43x29,0.293777,1247
39x32,0.203228,1248
48x26,0.295661,1248
52x24,0.205954,1248
78x16,0.402759,1248
96x13,0.600627,1248
50x25,0.295597,1250
38x33,0.295728,1254
57x22,0.299594,1254
66x19,0.303495,1254
37x34,0.203656,1258
74x17,0.400128,1258
36x35,0.29466,1260
42x30,0.294297,1260
45x28,0.295053,1260
60x21,0.300005,1260
63x20,0.301814,1260
70x18,0.397195,1260
84x15,0.500697,1260
90x14,0.504562,1260
97x13,0.603283,1261
79x16,0.49648,1264
55x23,0.208707,1265
47x27,0.205008,1269
41x31,0.294351,1271
53x24,0.206812,1272
67x19,0.395274,1273
49x26,0.295018,1274
91x14,0.597701,1274
98x13,0.693268,1274
51x25,0.296182,1275
75x17,0.492098,1275
85x15,0.501307,1275
44x29,0.294301,1276
58x22,0.300338,1276
71x18,0.398949,1278
40x32,0.204377,1280
64x20,0.303493,1280
80x16,0.496355,1280
61x21,0.302635,1281
39x33,0.294696,1287
99x13,0.698553,1287
46x28,0.296266,1288
56x23,0.299009,1288
92x14,0.59772,1288
43x30,0.204786,1290
86x15,0.50372,1290
38x34,0.204607,1292
68x19,0.39482,1292
76x17,0.493896,1292
37x35,0.300179,1295
48x27,0.205369,1296
54x24,0.40783,1296
72x18,0.399478,1296
81x16,0.408115,1296
59x22,0.300372,1298
50x26,0.207394,1300
52x25,0.296014,1300
65x20,0.304655,1300
42x31,0.204036,1302
62x21,0.30311,1302
93x14,0.60118,1302
45x29,0.20528,1305
87x15,0.595759,1305
77x17,0.404512,1309
57x23,0.299665,1311
69x19,0.398285,1311
41x32,0.301299,1312
82x16,0.501648,1312
73x18,0.491547,1314
47x28,0.295794,1316
94x14,0.601755,1316
40x33,0.295268,1320
44x30,0.205719,1320
55x24,0.298848,1320
60x22,0.412032,1320
66x20,0.39624,1320
88x15,0.596078,1320
49x27,0.206078,1323
63x21,0.304492,1323
53x25,0.298101,1325
39x34,0.206511,1326
51x26,0.297969,1326
78x17,0.496587,1326
83x16,0.500571,1328
38x35,0.295575,1330
70x19,0.398773,1330
95x14,0.605812,1330
37x36,0.299251,1332
74x18,0.403203,1332
43x31,0.296015,1333
46x29,0.296113,1334
58x23,0.30073,1334
89x15,0.506139,1335
67x20,0.397411,1340
61x22,0.393088,1342
79x17,0.498142,1343
42x32,0.296247,1344
48x28,0.300043,1344
56x24,0.30051,1344
64x21,0.394827,1344
84x16,0.502683,1344
96x14,0.695715,1344
71x19,0.399836,1349
45x30,0.297455,1350
50x27,0.297638,1350
54x25,0.300699,1350
75x18,0.404661,1350
90x15,0.599009,1350
52x26,0.297754,1352
41x33,0.296953,1353
59x23,0.302654,1357
97x14,0.698253,1358
40x34,0.20656,1360
68x20,0.399163,1360
80x17,0.499434,1360
85x16,0.592855,1360
47x29,0.296426,1363
44x31,0.296057,1364
62x22,0.303987,1364
39x35,0.298616,1365
65x21,0.397126,1365
91x15,0.603125,1365
38x36,0.207309,1368
57x24,0.301164,1368
72x19,0.402666,1368
76x18,0.405752,1368
49x28,0.297498,1372
98x14,0.607137,1372
55x25,0.392008,1375
43x32,0.297598,1376
86x16,0.597114,1376
51x27,0.298693,1377
81x17,0.701503,1377
53x26,0.299796,1378
46x30,0.207564,1380
60x23,0.39404,1380
69x20,0.399907,1380
92x15,0.602508,1380
42x33,0.206482,1386
63x22,0.395069,1386
66x21,0.308198,1386
77x18,0.49843,1386
99x14,0.700557,1386
73x19,0.403999,1387
48x29,0.299671,1392
58x24,0.393222,1392
87x16,0.506454,1392
41x34,0.206474,1394
82x17,0.502601,1394
45x31,0.298334,1395
93x15,0.696147,1395
40x35,0.29833,1400
50x28,0.298696,1400
56x25,0.301191,1400
70x20,0.400898,1400
61x23,0.305245,1403
39x36,0.298554,1404
52x27,0.300109,1404
54x26,0.300185,1404
78x18,0.499746,1404
38x37,0.300023,1406
74x19,0.495434,1406
67x21,0.399193,1407
44x32,0.29822,1408
64x22,0.306411,1408
88x16,0.600056,1408
47x30,0.208693,1410
94x15,0.696306,1410
83x17,0.596114,1411
59x24,0.302894,1416
43x33,0.299405,1419
71x20,0.40256,1420
49x29,0.297827,1421
79x18,0.500644,1422
89x16,0.60078,1424
57x25,0.397914,1425
75x19,0.496391,1425
95x15,0.699059,1425
46x31,0.298013,1426
62x23,0.395886,1426
42x34,0.298891,1428
51x28,0.299085,1428
68x21,0.400277,1428
84x17,0.597274,1428
55x26,0.632637,1430
65x22,0.398897,1430
53x27,0.300753,1431
41x35,0.299659,1435
40x36,0.298497,1440
45x32,0.306335,1440
48x30,0.297904,1440
60x24,0.304014,1440
72x20,0.404719,1440
80x18,0.501273,1440
90x16,0.601862,1440
96x15,0.701122,1440
39x37,0.397435,1443
76x19,0.49855,1444
85x17,0.508628,1445
63x23,0.400119,1449
69x21,0.402532,1449
50x29,0.299865,1450
58x25,0.305055,1450
44x33,0.300052,1452
66x22,0.399717,1452
97x15,0.701918,1455
52x28,0.30047,1456
56x26,0.301721,1456
91x16,0.693871,1456
47x31,0.299908,1457
54x27,0.302531,1458
81x18,0.503577,1458
73x20,0.4963,1460
43x34,0.299217,1462
86x17,0.600966,1462
77x19,0.499974,1463
61x24,0.39562,1464
42x35,0.299119,1470
49x30,0.410308,1470
70x21,0.402933,1470
98x15,0.793967,1470
46x32,0.398082,1472
64x23,0.399008,1472
92x16,0.695743,1472
67x22,0.514493,1474
59x25,0.395774,1475
41x36,0.29957,1476
82x18,0.595096,1476
51x29,0.300205,1479
87x17,0.600531,1479
40x37,0.300458,1480
74x20,0.497354,1480
39x38,0.301727,1482
57x26,0.394414,1482
78x19,0.502933,1482
53x28,0.395905,1484
45x33,0.29971,1485
55x27,0.30463,1485
99x15,0.798395,1485
48x31,0.299724,1488
62x24,0.398004,1488
93x16,0.700724,1488
71x21,0.494987,1491
83x18,0.507026,1494
65x23,0.509439,1495
44x34,0.299793,1496
68x22,0.402579,1496
88x17,0.601857,1496
50x30,0.300842,1500
60x25,0.395046,1500
75x20,0.501702,1500
79x19,0.503776,1501
47x32,0.395188,1504
94x16,0.700397,1504
43x35,0.299842,1505
52x29,0.303154,1508
58x26,0.39577,1508
42x36,0.300813,1512
54x28,0.303508,1512
56x27,0.394156,1512
63x24,0.398795,1512
72x21,0.495767,1512
84x18,0.598942,1512
89x17,0.69528,1513
41x37,0.301495,1517
46x33,0.301586,1518
66x23,0.491344,1518
69x22,0.475058,1518
49x31,0.301452,1519
40x38,0.300884,1520
76x20,0.500802,1520
80x19,0.594125,1520
95x16,0.702724,1520
61x25,0.30671,1525
45x34,0.503388,1530
51x30,0.301376,1530
85x18,0.600798,1530
90x17,0.698598,1530
73x21,0.499524,1533
59x26,0.307342,1534
48x32,0.302535,1536
64x24,0.40043,1536
96x16,0.704218,1536
53x29,0.414428,1537
57x27,0.305247,1539
81x19,0.595779,1539
44x35,0.301474,1540
55x28,0.394534,1540
70x22,0.496403,1540
77x20,0.501128,1540
67x23,0.40409,1541
91x17,0.699624,1547
43x36,0.303419,1548
86x18,0.693574,1548
50x31,0.302181,1550
62x25,0.398364,1550
47x33,0.301532,1551
97x16,0.797022,1552
42x37,0.39241,1554
74x21,0.499732,1554
41x38,0.392613,1558
82x19,0.508782,1558
40x39,0.393372,1560
52x30,0.303332,1560
60x26,0.306746,1560
65x24,0.401662,1560
78x20,0.594019,1560
71x22,0.497253,1562
46x34,0.302248,1564
68x23,0.494549,1564
92x17,0.700592,1564
54x29,0.395073,1566
58x27,0.30572,1566
87x18,0.696263,1566
49x32,0.303089,1568
56x28,0.30536,1568
98x16,0.707105,1568
45x35,0.302147,1575
63x25,0.400684,1575
75x21,0.502866,1575
83x19,0.691765,1577
79x20,0.599058,1580
51x31,0.304179,1581
93x17,0.703056,1581
44x36,0.302984,1584
48x33,0.392977,1584
66x24,0.404031,1584
72x22,0.497725,1584
88x18,0.696625,1584
99x16,0.802329,1584
61x26,0.39926,1586
69x23,0.405991,1587
53x30,0.394658,1590
43x37,0.303356,1591
59x27,0.601854,1593
55x29,0.305702,1595
42x38,0.303977,1596
57x28,0.396763,1596
76x21,0.703552,1596
84x19,0.6031,1596
47x34,0.302894,1598
94x17,0.795298,1598
41x39,0.304985,1599
50x32,0.503961,1600
64x25,0.491247,1600
80x20,0.507226,1600
89x18,0.700097,1602
73x22,0.503365,1606
67x24,0.495396,1608
46x35,0.394122,1610
70x23,0.608429,1610
52x31,0.395058,1612
62x26,0.509559,1612
85x19,0.693621,1615
95x17,0.797253,1615
49x33,0.393822,1617
77x21,0.593921,1617
45x36,0.303066,1620
54x30,0.305939,1620
60x27,0.398909,1620
81x20,0.599346,1620
90x18,0.700637,1620
56x29,0.396272,1624
58x28,0.398643,1624
65x25,0.40437,1625
44x37,0.302016,1628
74x22,0.502757,1628
48x34,0.303684,1632
51x32,0.398495,1632
68x24,0.405778,1632
96x17,0.798236,1632
71x23,0.499097,1633
43x38,0.394979,1634
86x19,0.715205,1634
42x39,0.305003,1638
63x26,0.401624,1638
78x21,0.616223,1638
91x18,0.703606,1638
41x40,0.30341,1640
82x20,0.690855,1640
53x31,0.306632,1643
47x35,0.394535,1645
61x27,0.400555,1647
97x17,0.801387,1649
50x33,0.304754,1650
55x30,0.397049,1650
66x25,0.403924,1650
75x22,0.593965,1650
59x28,0.399812,1652
57x29,0.398437,1653
87x19,0.701597,1653
46x36,0.305008,1656
69x24,0.498271,1656
72x23,0.498625,1656
92x18,0.704531,1656
79x21,0.597034,1659
83x20,0.710438,1660
52x32,0.306408,1664
64x26,0.402726,1664
45x37,0.396328,1665
49x34,0.305498,1666
98x17,0.892602,1666
44x38,0.306746,1672
76x22,0.50679,1672
88x19,0.698977,1672
54x31,0.398285,1674
62x27,0.401533,1674
93x18,0.799566,1674
67x25,0.496818,1675
43x39,0.307006,1677
73x23,0.503106,1679
42x40,0.39706,1680
48x35,0.304984,1680
56x30,0.399269,1680
60x28,0.399542,1680
70x24,0.498379,1680
80x21,0.598884,1680
84x20,0.696177,1680
58x29,0.398403,1682
51x33,0.39619,1683
99x17,0.895759,1683
65x26,0.494624,1690
89x19,0.702133,1691
47x36,0.305274,1692
94x18,0.800678,1692
77x22,0.710303,1694
53x32,0.397473,1696
50x34,0.395791,1700
68x25,0.49875,1700
85x20,0.697262,1700
63x27,0.403956,1701
81x21,0.712703,1701
46x37,0.507045,1702
74x23,0.596058,1702
71x24,0.501101,1704
55x31,0.39893,1705
61x28,0.401953,1708
45x38,0.306604,1710
57x30,0.400161,1710
90x19,0.704422,1710
95x18,0.803685,1710
59x29,0.401899,1711
49x35,0.397846,1715
44x39,0.396573,1716
52x33,0.39776,1716
66x26,0.496653,1716
78x22,0.599046,1716
43x40,0.397538,1720
86x20,0.699894,1720
42x41,0.398578,1722
82x21,0.603915,1722
69x25,0.498766,1725
75x23,0.50676,1725
48x36,0.397632,1728
54x32,0.398569,1728
64x27,0.404872,1728
72x24,0.613637,1728
96x18,0.894434,1728
91x19,0.796625,1729
51x34,0.398033,1734
56x31,0.404187,1736
62x28,0.403495,1736
79x22,0.600481,1738
47x37,0.397165,1739
58x30,0.400624,1740
60x29,0.4014,1740
87x20,0.701699,1740
67x26,0.408199,1742
83x21,0.697862,1743
97x18,0.899217,1746
46x38,0.397573,1748
76x23,0.712292,1748
92x19,0.796767,1748
53x33,0.398682,1749
50x35,0.397728,1750
70x25,0.5016,1750
73x24,0.595599,1752
45x39,0.398985,1755
65x27,0.497952,1755
44x40,0.399268,1760
55x32,0.399752,1760
80x22,0.693163,1760
88x20,0.70426,1760
43x41,0.400176,1763
49x36,0.398514,1764
63x28,0.495546,1764
84x21,0.607945,1764
98x18,0.807174,1764
57x31,0.400812,1767
93x19,0.804121,1767
52x34,0.398975,1768
68x26,0.500582,1768
61x29,0.49329,1769
59x30,0.401889,1770
77x23,0.601086,1771
71x25,0.502782,1775
48x37,0.399353,1776
74x24,0.507638,1776
89x20,0.79594,1780
54x33,0.730817,1782
66x27,0.499573,1782
81x22,0.605308,1782
99x18,0.901481,1782
51x35,0.308038,1785
85x21,0.701279,1785
47x38,0.398492,1786
94x19,0.803107,1786
56x32,0.491818,1792
64x28,0.497681,1792
46x39,0.399661,1794
69x26,0.501787,1794
78x23,0.601429,1794
58x31,0.502163,1798
62x29,0.495348,1798
45x40,0.509648,1800
50x36,0.399541,1800
60x30,0.492931,1800
72x25,0.595673,1800
75x24,0.599542,1800
90x20,0.795609,1800
53x34,0.401094,1802
44x41,0.399543,1804
82x22,0.695899,1804
95x19,0.896476,1805
43x42,0.401591,1806
86x21,0.701634,1806
67x27,0.499937,1809
49x37,0.400659,1813
55x33,0.405886,1815
79x23,0.602901,1817
52x35,0.399021,1820
65x28,0.408787,1820
70x26,0.502803,1820
91x20,0.800157,1820
48x38,0.400425,1824
57x32,0.402402,1824
76x24,0.600513,1824
96x19,0.807368,1824
73x25,0.598085,1825
83x22,0.698756,1826
63x29,0.49806,1827
87x21,0.795445,1827
59x31,0.405141,1829
61x30,0.405549,1830
47x39,0.40042,1833
51x36,0.400382,1836
54x34,0.40194,1836
68x27,0.500968,1836
46x40,0.401651,1840
80x23,0.605341,1840
92x20,0.801284,1840
97x19,0.901042,1843
45x41,0.731005,1845
71x26,0.61504,1846
44x42,0.401652,1848
56x33,0.40332,1848
66x28,0.499622,1848
77x24,0.602472,1848
84x22,0.791666,1848
88x21,0.796067,1848
50x37,0.511997,1850
74x25,0.690918,1850
53x35,0.402469,1855
58x32,0.404096,1856
64x29,0.498728,1856
60x31,0.40587,1860
62x30,0.40674,1860
93x20,0.895442,1860
49x38,0.401066,1862
98x19,0.993748,1862
69x27,0.503343,1863
81x23,0.698651,1863
89x21,0.79962,1869
55x34,0.404061,1870
85x22,0.704725,1870
48x39,0.401755,1872
52x36,0.501781,1872
72x26,0.506153,1872
78x24,0.694107,1872
75x25,0.60032,1875
67x28,0.591807,1876
47x40,0.402885,1880
94x20,0.897113,1880
57x33,0.49525,1881
99x19,0.905843,1881
65x29,0.500967,1885
46x41,0.402775,1886
82x23,0.69926,1886
51x37,0.492314,1887
59x32,0.495582,1888
45x42,0.492683,1890
54x35,0.494026,1890
63x30,0.497944,1890
70x27,0.595405,1890
90x21,0.800197,1890
61x31,0.49785,1891
44x43,0.40368,1892
86x22,0.797179,1892
79x24,0.697948,1896
73x26,0.601036,1898
50x38,0.4025,1900
76x25,0.69486,1900
95x20,0.896984,1900
56x34,0.404263,1904
68x28,0.605857,1904
53x36,0.494276,1908
83x23,0.702967,1909
49x39,0.49282,1911
91x21,0.803112,1911
58x33,0.495363,1914
66x29,0.611878,1914
87x22,0.797384,1914
71x27,0.597323,1917
48x40,0.494259,1920
60x32,0.500963,1920
64x30,0.50028,1920
80x24,0.699461,1920
96x20,0.901127,1920
62x31,0.592838,1922
52x37,0.40395,1924
74x26,0.601203,1924
55x35,0.496102,1925
77x25,0.60349,1925
47x41,0.49451,1927
46x42,0.494551,1932
69x28,0.598499,1932
84x23,0.705322,1932
92x21,0.89518,1932
45x43,0.515123,1935
88x22,0.799368,1936
51x38,0.402508,1938
57x34,0.406178,1938
97x20,0.904485,1940
67x29,0.504083,1943
54x36,0.404634,1944
72x27,0.599244,1944
81x24,0.700243,1944
59x33,0.497258,1947
50x39,0.404324,1950
65x30,0.592488,1950
75x26,0.694446,1950
78x25,0.606779,1950
61x32,0.499385,1952
63x31,0.501588,1953
93x21,0.899702,1953
85x23,0.796965,1955
89x22,0.803957,1958
49x40,0.404738,1960
56x35,0.497729,1960
70x28,0.507001,1960
98x20,0.997877,1960
53x37,0.405493,1961
48x41,0.405174,1968
82x24,0.703578,1968
73x27,0.60221,1971
58x34,0.406363,1972
68x29,0.595601,1972
47x42,0.497559,1974
94x21,0.902722,1974
79x25,0.69919,1975
52x38,0.494651,1976
76x26,0.60481,1976
46x43,0.407003,1978
86x23,0.799815,1978
45x44,0.496023,1980
55x36,0.405312,1980
60x33,0.499183,1980
66x30,0.503791,1980
90x22,0.802964,1980
99x20,1.00087,1980
62x32,0.500159,1984
64x31,0.502275,1984
71x28,0.598449,1988
51x39,0.403698,1989
83x24,0.704717,1992
57x35,0.498539,1995
95x21,0.903597,1995
54x37,0.49652,1998
74x27,0.605471,1998
50x40,0.495336,2000
80x25,0.701239,2000
69x29,0.596801,2001
87x23,0.802838,2001
77x26,0.697427,2002
91x22,0.896693,2002
59x34,0.498439,2006
49x41,0.498935,2009
67x30,0.595418,2010
61x33,0.500927,2013
53x38,0.497779,2014
65x31,0.50571,2015
48x42,0.497471,2016
56x36,0.497117,2016
63x32,0.502384,2016
72x28,0.600944,2016
84x24,0.796892,2016
96x21,0.997022,2016
47x43,0.407723,2021
46x44,0.497135,2024
88x23,0.80296,2024
92x22,0.807409,2024
75x27,0.606125,2025
