,Time (s),Row x Col
36x22,0.020174,792
44x18,0.02438,792
66x12,0.043278,792
72x11,0.049865,792
88x9,0.07029,792
99x8,0.086472,792
61x13,0.038253,793
53x15,0.031093,795
38x21,0.021389,798
42x19,0.023185,798
57x14,0.034574,798
47x17,0.026793,799
32x25,0.01977,800
40x20,0.022298,800
50x16,0.028773,800
80x10,0.060562,800
100x8,0.088436,800
89x9,0.072572,801
73x11,0.052271,803
67x12,0.04521,804
35x23,0.02039,805
31x26,0.02016,806
62x13,0.039988,806
101x8,0.090781,808
30x27,0.020576,810
45x18,0.025981,810
54x15,0.032786,810
81x10,0.062341,810
90x9,0.074613,810
29x28,0.021363,812
58x14,0.036438,812
37x22,0.022231,814
74x11,0.053814,814
34x24,0.020775,816
48x17,0.027766,816
51x16,0.030303,816
68x12,0.04722,816
102x8,0.093635,816
43x19,0.024488,817
39x21,0.022971,819
63x13,0.041367,819
91x9,0.077338,819
41x20,0.023562,820
82x10,0.06455,820
103x8,0.096038,824
33x25,0.021217,825
55x15,0.034473,825
75x11,0.056085,825
59x14,0.038214,826
36x23,0.022178,828
46x18,0.0272,828
69x12,0.04875,828
92x9,0.079958,828
83x10,0.066729,830
32x26,0.021302,832
52x16,0.031762,832
64x13,0.043359,832
104x8,0.098884,832
49x17,0.02924,833
38x22,0.022833,836
44x19,0.026021,836
76x11,0.058464,836
31x27,0.021719,837
93x9,0.082499,837
30x28,0.022232,840
35x24,0.021879,840
40x21,0.023861,840
42x20,0.024743,840
56x15,0.035879,840
60x14,0.040043,840
70x12,0.050682,840
84x10,0.069408,840
65x13,0.045207,845
47x18,0.028398,846
94x9,0.084539,846
77x11,0.060274,847
53x16,0.033468,848
34x25,0.022323,850
50x17,0.030941,850
85x10,0.071015,850
37x23,0.023011,851
71x12,0.052696,852
61x14,0.041493,854
45x19,0.027786,855
57x15,0.037437,855
95x9,0.086553,855
33x26,0.022399,858
39x22,0.025551,858
66x13,0.047047,858
78x11,0.062629,858
43x20,0.026218,860
86x10,0.074168,860
41x21,0.025277,861
32x27,0.02292,864
36x24,0.02317,864
48x18,0.029842,864
54x16,0.03503,864
72x12,0.055177,864
96x9,0.088816,864
51x17,0.032692,867
31x28,0.023268,868
62x14,0.043189,868
79x11,0.064166,869
30x29,0.023962,870
58x15,0.039311,870
87x10,0.075853,870
67x13,0.049195,871
97x9,0.091819,873
38x23,0.024506,874
46x19,0.029079,874
35x25,0.023572,875
73x12,0.056622,876
40x22,0.025414,880
44x20,0.028385,880
55x16,0.036839,880
80x11,0.066324,880
88x10,0.078179,880
42x21,0.02646,882
49x18,0.031466,882
63x14,0.045015,882
98x9,0.094079,882
34x26,0.023794,884
52x17,0.034118,884
68x13,0.05113,884
59x15,0.041342,885
37x24,0.024665,888
74x12,0.058808,888
89x10,0.080733,890
33x27,0.024208,891
81x11,0.069103,891
99x9,0.09695,891
47x19,0.030396,893
32x28,0.02452,896
56x16,0.038574,896
64x14,0.046913,896
39x23,0.025851,897
69x13,0.05306,897
31x29,0.024932,899
36x25,0.024919,900
45x20,0.029438,900
50x18,0.033365,900
60x15,0.042662,900
75x12,0.061058,900
90x10,0.083139,900
100x9,0.099654,900
53x17,0.036322,901
41x22,0.026852,902
82x11,0.071814,902
43x21,0.028023,903
101x9,0.104023,909
35x26,0.025124,910
65x14,0.048999,910
70x13,0.05493,910
91x10,0.085676,910
38x24,0.026041,912
48x19,0.03196,912
57x16,0.040325,912
76x12,0.06404,912
83x11,0.073841,913
61x15,0.044628,915
34x27,0.025554,918
51x18,0.034584,918
54x17,0.038051,918
102x9,0.106001,918
40x23,0.027128,920
46x20,0.031311,920
92x10,0.089032,920
71x13,0.057689,923
33x28,0.026003,924
42x22,0.028147,924
44x21,0.030686,924
66x14,0.05112,924
77x12,0.066091,924
84x11,0.076249,924
37x25,0.026337,925
103x9,0.108871,927
32x29,0.02636,928
58x16,0.041911,928
31x30,0.026777,930
62x15,0.046536,930
93x10,0.09135,930
49x19,0.033493,931
55x17,0.039651,935
85x11,0.07843,935
36x26,0.026267,936
39x24,0.027903,936
52x18,0.036532,936
72x13,0.059334,936
78x12,0.06854,936
104x9,0.111463,936
67x14,0.052996,938
47x20,0.032667,940
94x10,0.095068,940
41x23,0.028612,943
59x16,0.044194,944
35x27,0.026896,945
45x21,0.031375,945
63x15,0.048582,945
43x22,0.030064,946
86x11,0.081078,946
79x12,0.070326,948
73x13,0.062035,949
38x25,0.02756,950
50x19,0.035155,950
95x10,0.09625,950
34x28,0.027497,952
56x17,0.041387,952
68x14,0.055496,952
53x18,0.038521,954
33x29,0.027491,957
87x11,0.083905,957
32x30,0.028266,960
40x24,0.028947,960
48x20,0.033975,960
60x16,0.046581,960
64x15,0.05051,960
80x12,0.072862,960
96x10,0.099188,960
37x26,0.028404,962
74x13,0.064161,962
42x23,0.030081,966
46x21,0.03312,966
69x14,0.05786,966
44x22,0.03242,968
88x11,0.086201,968
51x19,0.037004,969
57x17,0.043232,969
97x10,0.102402,970
36x27,0.028266,972
54x18,0.040118,972
81x12,0.075361,972
39x25,0.029242,975
65x15,0.052704,975
75x13,0.066288,975
61x16,0.048287,976
89x11,0.088866,979
35x28,0.028724,980
49x20,0.035733,980
70x14,0.059675,980
98x10,0.105017,980
41x24,0.030334,984
82x12,0.07796,984
34x29,0.02925,986
58x17,0.045119,986
47x21,0.034527,987
38x26,0.029665,988
52x19,0.038924,988
76x13,0.069468,988
43x23,0.031752,989
33x30,0.029861,990
45x22,0.033145,990
55x18,0.041965,990
66x15,0.054574,990
90x11,0.091844,990
99x10,0.10826,990
32x31,0.030231,992
62x16,0.050127,992
71x14,0.06247,994
83x12,0.080696,996
37x27,0.029993,999
40x25,0.030804,1000
50x20,0.037663,1000
100x10,0.111385,1000
77x13,0.072157,1001
91x11,0.094535,1001
59x17,0.047084,1003
67x15,0.057583,1005
53x19,0.041157,1007
36x28,0.030249,1008
42x24,0.031811,1008
48x21,0.036364,1008
56x18,0.044112,1008
63x16,0.052044,1008
72x14,0.064859,1008
84x12,0.08306,1008
101x10,0.114731,1010
44x23,0.034754,1012
46x22,0.03522,1012
92x11,0.097406,1012
39x26,0.031036,1014
78x13,0.074252,1014
35x29,0.030658,1015
34x30,0.03141,1020
51x20,0.03949,1020
60x17,0.05018,1020
68x15,0.059275,1020
85x12,0.085751,1020
102x10,0.117232,1020
73x14,0.066709,1022
33x31,0.032214,1023
93x11,0.10065,1023
64x16,0.054399,1024
41x25,0.032346,1025
38x27,0.031683,1026
54x19,0.042651,1026
57x18,0.04605,1026
79x13,0.076462,1027
49x21,0.038495,1029
103x10,0.121072,1030
43x24,0.033638,1032
86x12,0.088445,1032
47x22,0.036683,1034
94x11,0.103986,1034
45x23,0.035225,1035
69x15,0.062073,1035
37x28,0.031867,1036
74x14,0.06934,1036
61x17,0.051412,1037
40x26,0.032645,1040
52x20,0.041356,1040
65x16,0.056565,1040
80x13,0.078754,1040
104x10,0.124343,1040
36x29,0.032132,1044
58x18,0.048519,1044
87x12,0.091131,1044
55x19,0.04473,1045
95x11,0.107046,1045
35x30,0.032835,1050
42x25,0.034166,1050
50x21,0.039934,1050
70x15,0.064347,1050
75x14,0.071689,1050
39x27,0.032937,1053
81x13,0.081644,1053
34x31,0.033196,1054
62x17,0.053445,1054
33x32,0.034003,1056
44x24,0.035964,1056
48x22,0.038703,1056
66x16,0.059357,1056
88x12,0.093935,1056
96x11,0.109806,1056
46x23,0.03701,1058
53x20,0.043268,1060
59x18,0.050192,1062
38x28,0.033819,1064
56x19,0.047103,1064
76x14,0.075203,1064
71x15,0.067614,1065
41x26,0.034163,1066
82x13,0.084467,1066
97x11,0.113412,1067
89x12,0.097453,1068
51x21,0.041771,1071
63x17,0.055629,1071
67x16,0.061203,1072
37x29,0.034006,1073
43x25,0.035878,1075
49x22,0.040388,1078
77x14,0.078269,1078
98x11,0.115819,1078
83x13,0.087761,1079
36x30,0.03435,1080
40x27,0.034785,1080
45x24,0.037463,1080
54x20,0.045368,1080
60x18,0.052303,1080
72x15,0.069418,1080
90x12,0.100076,1080
47x23,0.038767,1081
57x19,0.04952,1083
35x31,0.034992,1085
34x32,0.035469,1088
64x17,0.058087,1088
68x16,0.063761,1088
99x11,0.118893,1089
39x28,0.035123,1092
42x26,0.035995,1092
52x21,0.044025,1092
78x14,0.080633,1092
84x13,0.090366,1092
91x12,0.103741,1092
73x15,0.072356,1095
61x18,0.054457,1098
44x25,0.037735,1100
50x22,0.042049,1100
55x20,0.04765,1100
100x11,0.122103,1100
38x29,0.036902,1102
58x19,0.051332,1102
46x24,0.039296,1104
48x23,0.040835,1104
69x16,0.067173,1104
92x12,0.106981,1104
65x17,0.060633,1105
85x13,0.093285,1105
79x14,0.082739,1106
41x27,0.036271,1107
37x30,0.035895,1110
74x15,0.074145,1110
101x11,0.126449,1111
53x21,0.045932,1113
36x31,0.037632,1116
62x18,0.05724,1116
93x12,0.10933,1116
43x26,0.037902,1118
86x13,0.09627,1118
35x32,0.03796,1120
40x28,0.036717,1120
56x20,0.050117,1120
70x16,0.069322,1120
80x14,0.08576,1120
59x19,0.053745,1121
34x33,0.038074,1122
51x22,0.0441,1122
66x17,0.063174,1122
102x11,0.129283,1122
45x25,0.040025,1125
75x15,0.077265,1125
49x23,0.042649,1127
47x24,0.041194,1128
94x12,0.113226,1128
39x29,0.037691,1131
87x13,0.099057,1131
103x11,0.132956,1133
42x27,0.038698,1134
54x21,0.047937,1134
63x18,0.059629,1134
81x14,0.088929,1134
71x16,0.071858,1136
67x17,0.065564,1139
38x30,0.038332,1140
57x20,0.05198,1140
60x19,0.055929,1140
76x15,0.080864,1140
95x12,0.116471,1140
44x26,0.040109,1144
52x22,0.046612,1144
88x13,0.102308,1144
104x11,0.136928,1144
37x31,0.03824,1147
41x28,0.038394,1148
82x14,0.091342,1148
46x25,0.041603,1150
50x23,0.044966,1150
36x32,0.039066,1152
48x24,0.043258,1152
64x18,0.062134,1152
72x16,0.074313,1152
96x12,0.119664,1152
35x33,0.040086,1155
55x21,0.050425,1155
77x15,0.08371,1155
68x17,0.068204,1156
89x13,0.105866,1157
61x19,0.05829,1159
40x29,0.039038,1160
58x20,0.054234,1160
43x27,0.040194,1161
83x14,0.094035,1162
97x12,0.123209,1164
53x22,0.048839,1166
73x16,0.077035,1168
39x30,0.039502,1170
45x26,0.041827,1170
65x18,0.064611,1170
78x15,0.086837,1170
90x13,0.109081,1170
51x23,0.047352,1173
69x17,0.071221,1173
47x25,0.043547,1175
42x28,0.040482,1176
49x24,0.045132,1176
56x21,0.052925,1176
84x14,0.097687,1176
98x12,0.126992,1176
38x31,0.048109,1178
62x19,0.060878,1178
59x20,0.056879,1180
91x13,0.112232,1183
37x32,0.040854,1184
74x16,0.079732,1184
79x15,0.08908,1185
36x33,0.041929,1188
44x27,0.042407,1188
54x22,0.050946,1188
66x18,0.067365,1188
99x12,0.130054,1188
41x29,0.040837,1189
35x34,0.042616,1190
70x17,0.07367,1190
85x14,0.100909,1190
46x26,0.04393,1196
52x23,0.049302,1196
92x13,0.11714,1196
57x21,0.055285,1197
63x19,0.062906,1197
40x30,0.041695,1200
48x25,0.04568,1200
50x24,0.047227,1200
60x20,0.05929,1200
75x16,0.083022,1200
80x15,0.091834,1200
100x12,0.134212,1200
43x28,0.042425,1204
86x14,0.105345,1204
67x18,0.06994,1206
71x17,0.076482,1207
39x31,0.042262,1209
93x13,0.119853,1209
55x22,0.053369,1210
101x12,0.137169,1212
45x27,0.044708,1215
81x15,0.095794,1215
38x32,0.048512,1216
64x19,0.066139,1216
76x16,0.086655,1216
42x29,0.044194,1218
58x21,0.057525,1218
87x14,0.107257,1218
53x23,0.051685,1219
61x20,0.061905,1220
37x33,0.043616,1221
47x26,0.046033,1222
94x13,0.122852,1222
36x34,0.044625,1224
51x24,0.049421,1224
68x18,0.072559,1224
72x17,0.079451,1224
102x12,0.141787,1224
49x25,0.04789,1225
41x30,0.043193,1230
82x15,0.098786,1230
44x28,0.045347,1232
56x22,0.055749,1232
77x16,0.090128,1232
88x14,0.110683,1232
65x19,0.068616,1235
95x13,0.126321,1235
103x12,0.145754,1236
59x21,0.06041,1239
40x31,0.044676,1240
62x20,0.064376,1240
73x17,0.082422,1241
46x27,0.046436,1242
54x23,0.053973,1242
69x18,0.075445,1242
83x15,0.101541,1245
89x14,0.114258,1246
43x29,0.045169,1247
39x32,0.044719,1248
48x26,0.047844,1248
52x24,0.052461,1248
78x16,0.092492,1248
96x13,0.130135,1248
104x12,0.150805,1248
50x25,0.049988,1250
38x33,0.053171,1254
57x22,0.058401,1254
66x19,0.071551,1254
37x34,0.046759,1258
74x17,0.085423,1258
36x35,0.047304,1260
42x30,0.050148,1260
45x28,0.047614,1260
60x21,0.063091,1260
63x20,0.067653,1260
70x18,0.078665,1260
84x15,0.104652,1260
90x14,0.117619,1260
97x13,0.133967,1261
79x16,0.09585,1264
55x23,0.056485,1265
47x27,0.048596,1269
41x31,0.045831,1271
53x24,0.054644,1272
67x19,0.074472,1273
49x26,0.050354,1274
91x14,0.121308,1274
98x13,0.137516,1274
51x25,0.052301,1275
75x17,0.08852,1275
85x15,0.108195,1275
44x29,0.047533,1276
58x22,0.060801,1276
71x18,0.081602,1278
40x32,0.046983,1280
64x20,0.069609,1280
80x16,0.098638,1280
61x21,0.065397,1281
39x33,0.047345,1287
99x13,0.141258,1287
46x28,0.049507,1288
56x23,0.058977,1288
92x14,0.124819,1288
43x30,0.047815,1290
86x15,0.112212,1290
38x34,0.049083,1292
68x19,0.077947,1292
76x17,0.092535,1292
37x35,0.049405,1295
48x27,0.050919,1296
54x24,0.057276,1296
72x18,0.084663,1296
81x16,0.101804,1296
59x22,0.063561,1298
50x26,0.052823,1300
52x25,0.054897,1300
65x20,0.0729,1300
100x13,0.145027,1300
42x31,0.049509,1302
62x21,0.067997,1302
93x14,0.12857,1302
45x29,0.049812,1305
87x15,0.11564,1305
77x17,0.095755,1309
57x23,0.061922,1311
69x19,0.080325,1311
41x32,0.048692,1312
82x16,0.105985,1312
101x13,0.149538,1313
73x18,0.08791,1314
47x28,0.051907,1316
94x14,0.132159,1316
40x33,0.049783,1320
44x30,0.050508,1320
55x24,0.060028,1320
60x22,0.066755,1320
66x20,0.075601,1320
88x15,0.11874,1320
49x27,0.053534,1323
63x21,0.070743,1323
53x25,0.057419,1325
39x34,0.050233,1326
51x26,0.055113,1326
78x17,0.09912,1326
102x13,0.154178,1326
83x16,0.108993,1328
38x35,0.051889,1330
70x19,0.083177,1330
95x14,0.136584,1330
37x36,0.052845,1332
74x18,0.090847,1332
43x31,0.050386,1333
46x29,0.052189,1334
58x23,0.064191,1334
89x15,0.122681,1335
103x13,0.158084,1339
67x20,0.078848,1340
61x22,0.070056,1342
79x17,0.101806,1343
42x32,0.052991,1344
48x28,0.053447,1344
56x24,0.06295,1344
64x21,0.073893,1344
84x16,0.113097,1344
96x14,0.140295,1344
71x19,0.086421,1349
45x30,0.052257,1350
50x27,0.05557,1350
54x25,0.060112,1350
75x18,0.094879,1350
90x15,0.126467,1350
52x26,0.057786,1352
104x13,0.162524,1352
41x33,0.051712,1353
59x23,0.06738,1357
97x14,0.14462,1358
40x34,0.052456,1360
68x20,0.08216,1360
80x17,0.105322,1360
85x16,0.116268,1360
47x29,0.054331,1363
44x31,0.052776,1364
62x22,0.072093,1364
39x35,0.053548,1365
65x21,0.077349,1365
91x15,0.130403,1365
38x36,0.055561,1368
57x24,0.064842,1368
72x19,0.090616,1368
76x18,0.098781,1368
49x28,0.056588,1372
98x14,0.14833,1372
55x25,0.062688,1375
43x32,0.053626,1376
86x16,0.119772,1376
51x27,0.058115,1377
81x17,0.108468,1377
53x26,0.060502,1378
46x30,0.054613,1380
60x23,0.070085,1380
69x20,0.085255,1380
92x15,0.134428,1380
42x33,0.054241,1386
63x22,0.074864,1386
66x21,0.079874,1386
77x18,0.102193,1386
99x14,0.152794,1386
73x19,0.093102,1387
48x29,0.056509,1392
58x24,0.068184,1392
87x16,0.123629,1392
41x34,0.054585,1394
82x17,0.112087,1394
45x31,0.055818,1395
93x15,0.138291,1395
40x35,0.055979,1400
50x28,0.058586,1400
56x25,0.065494,1400
70x20,0.088089,1400
100x14,0.157924,1400
61x23,0.072801,1403
39x36,0.056689,1404
52x27,0.061498,1404
54x26,0.063022,1404
78x18,0.105297,1404
38x37,0.058666,1406
74x19,0.096038,1406
67x21,0.083033,1407
44x32,0.05585,1408
64x22,0.078007,1408
88x16,0.127616,1408
47x30,0.057427,1410
94x15,0.142478,1410
83x17,0.116494,1411
101x14,0.161187,1414
59x24,0.070938,1416
43x33,0.056811,1419
71x20,0.091872,1420
49x29,0.059289,1421
79x18,0.107835,1422
89x16,0.131391,1424
57x25,0.068518,1425
75x19,0.100028,1425
95x15,0.146396,1425
46x31,0.057666,1426
62x23,0.075773,1426
42x34,0.057135,1428
51x28,0.061195,1428
68x21,0.087047,1428
84x17,0.119962,1428
102x14,0.166412,1428
55x26,0.066332,1430
65x22,0.08115,1430
53x27,0.06362,1431
41x35,0.057847,1435
40x36,0.059217,1440
45x32,0.057963,1440
48x30,0.059432,1440
60x24,0.07371,1440
72x20,0.095212,1440
80x18,0.111575,1440
90x16,0.135793,1440
96x15,0.151179,1440
103x14,0.170407,1442
39x37,0.060354,1443
76x19,0.104549,1444
85x17,0.124154,1445
63x23,0.078968,1449
69x21,0.090583,1449
50x29,0.062342,1450
58x25,0.071221,1450
44x33,0.059322,1452
66x22,0.084312,1452
97x15,0.155158,1455
52x28,0.064294,1456
56x26,0.068797,1456
91x16,0.139902,1456
104x14,0.175695,1456
47x31,0.060168,1457
54x27,0.066412,1458
81x18,0.115986,1458
73x20,0.0983,1460
43x34,0.059735,1462
86x17,0.128012,1462
77x19,0.107875,1463
61x24,0.076795,1464
42x35,0.060917,1470
49x30,0.06227,1470
70x21,0.093105,1470
98x15,0.159708,1470
46x32,0.060783,1472
64x23,0.081868,1472
92x16,0.144131,1472
67x22,0.088234,1474
59x25,0.076051,1475
41x36,0.061308,1476
82x18,0.119634,1476
51x29,0.064747,1479
87x17,0.13185,1479
40x37,0.062605,1480
74x20,0.102182,1480
39x38,0.063888,1482
57x26,0.072109,1482
78x19,0.112016,1482
53x28,0.067181,1484
45x33,0.061358,1485
55x27,0.069564,1485
99x15,0.164349,1485
48x31,0.062597,1488
62x24,0.079824,1488
93x16,0.148343,1488
71x21,0.09676,1491
83x18,0.123405,1494
65x23,0.085473,1495
44x34,0.062411,1496
68x22,0.09112,1496
88x17,0.13592,1496
50x30,0.065211,1500
60x25,0.077663,1500
75x20,0.106012,1500
100x15,0.169434,1500
79x19,0.115043,1501
47x32,0.063317,1504
94x16,0.153277,1504
43x35,0.063691,1505
52x29,0.067776,1508
58x26,0.075342,1508
42x36,0.064256,1512
54x28,0.069858,1512
56x27,0.072423,1512
63x24,0.083272,1512
72x21,0.100314,1512
84x18,0.127999,1512
89x17,0.140367,1513
101x15,0.173258,1515
41x37,0.0648,1517
46x33,0.064207,1518
66x23,0.089281,1518
69x22,0.094991,1518
49x31,0.065558,1519
40x38,0.066371,1520
76x20,0.111018,1520
80x19,0.118961,1520
95x16,0.157059,1520
61x25,0.080521,1525
45x34,0.065314,1530
51x30,0.068025,1530
85x18,0.132915,1530
90x17,0.144245,1530
102x15,0.178098,1530
73x21,0.104102,1533
59x26,0.078637,1534
48x32,0.066019,1536
64x24,0.086456,1536
96x16,0.161373,1536
53x29,0.070794,1537
57x27,0.075498,1539
81x19,0.12274,1539
44x35,0.066153,1540
55x28,0.072995,1540
70x22,0.098561,1540
77x20,0.114441,1540
67x23,0.092703,1541
103x15,0.183527,1545
91x17,0.149153,1547
43x36,0.06669,1548
86x18,0.136312,1548
50x31,0.068225,1550
62x25,0.084087,1550
47x33,0.066863,1551
97x16,0.16647,1552
42x37,0.067741,1554
74x21,0.10818,1554
41x38,0.068394,1558
82x19,0.127753,1558
40x39,0.070323,1560
52x30,0.071397,1560
60x26,0.08171,1560
65x24,0.0898,1560
78x20,0.118554,1560
104x15,0.190087,1560
71x22,0.102119,1562
46x34,0.067826,1564
68x23,0.096105,1564
92x17,0.15533,1564
54x29,0.073804,1566
58x27,0.079244,1566
87x18,0.140506,1566
49x32,0.06919,1568
56x28,0.076337,1568
98x16,0.171074,1568
45x35,0.068329,1575
63x25,0.087203,1575
75x21,0.111736,1575
83x19,0.131725,1577
79x20,0.121759,1580
51x31,0.071466,1581
93x17,0.157968,1581
44x36,0.069958,1584
48x33,0.069585,1584
66x24,0.093885,1584
72x22,0.107099,1584
88x18,0.144293,1584
99x16,0.17564,1584
61x26,0.084821,1586
69x23,0.100096,1587
53x30,0.073883,1590
43x37,0.071154,1591
59x27,0.082394,1593
55x29,0.076705,1595
42x38,0.071325,1596
57x28,0.079489,1596
76x21,0.117175,1596
84x19,0.135826,1596
47x34,0.070208,1598
94x17,0.163278,1598
41x39,0.073073,1599
50x32,0.071957,1600
64x25,0.090894,1600
80x20,0.125874,1600
100x16,0.180613,1600
89x18,0.148886,1602
73x22,0.110052,1606
67x24,0.097852,1608
46x35,0.071286,1610
70x23,0.104592,1610
52x31,0.074748,1612
62x26,0.08827,1612
85x19,0.140095,1615
95x17,0.167488,1615
101x16,0.186763,1616
49x33,0.073836,1617
77x21,0.120895,1617
45x36,0.072655,1620
54x30,0.077623,1620
60x27,0.085423,1620
81x20,0.1296,1620
90x18,0.153528,1620
56x29,0.08019,1624
58x28,0.082792,1624
65x25,0.094315,1625
44x37,0.073801,1628
74x22,0.113633,1628
48x34,0.073591,1632
51x32,0.074913,1632
68x24,0.101199,1632
96x17,0.172121,1632
102x16,0.191747,1632
71x23,0.107748,1633
43x38,0.074668,1634
86x19,0.144627,1634
42x39,0.075697,1638
63x26,0.091592,1638
78x21,0.125241,1638
91x18,0.158357,1638
41x40,0.076601,1640
82x20,0.134457,1640
53x31,0.077754,1643
47x35,0.074027,1645
61x27,0.089004,1647
103x16,0.196745,1648
97x17,0.177227,1649
50x33,0.075484,1650
55x30,0.08099,1650
66x25,0.098533,1650
75x22,0.11786,1650
59x28,0.086511,1652
57x29,0.083015,1653
87x19,0.149631,1653
46x36,0.075052,1656
69x24,0.105217,1656
72x23,0.111143,1656
92x18,0.163229,1656
79x21,0.128208,1659
83x20,0.138659,1660
52x32,0.078037,1664
64x26,0.095463,1664
104x16,0.202043,1664
45x37,0.076635,1665
49x34,0.076403,1666
98x17,0.182038,1666
44x38,0.077572,1672
76x22,0.123648,1672
88x19,0.153909,1672
54x31,0.08087,1674
62x27,0.093185,1674
93x18,0.168246,1674
67x25,0.102977,1675
43x39,0.07929,1677
73x23,0.116692,1679
42x40,0.080216,1680
48x35,0.077919,1680
56x30,0.083812,1680
60x28,0.089782,1680
70x24,0.10889,1680
80x21,0.132681,1680
84x20,0.142754,1680
58x29,0.08686,1682
51x33,0.078863,1683
99x17,0.1879,1683
65x26,0.100244,1690
89x19,0.158099,1691
47x36,0.07861,1692
94x18,0.172649,1692
77x22,0.127205,1694
53x32,0.081479,1696
50x34,0.079407,1700
68x25,0.106772,1700
85x20,0.14771,1700
100x17,0.192746,1700
63x27,0.096147,1701
81x21,0.136918,1701
46x37,0.079104,1702
74x23,0.120289,1702
71x24,0.112943,1704
55x31,0.084321,1705
61x28,0.093283,1708
45x38,0.080891,1710
57x30,0.08722,1710
90x19,0.162678,1710
95x18,0.178365,1710
59x29,0.090443,1711
49x35,0.081131,1715
44x39,0.081555,1716
52x33,0.082284,1716
66x26,0.103155,1716
78x22,0.131568,1716
101x17,0.198723,1717
43x40,0.083483,1720
86x20,0.15288,1720
42x41,0.084216,1722
82x21,0.142134,1722
69x25,0.110133,1725
75x23,0.124339,1725
48x36,0.081498,1728
54x32,0.084917,1728
64x27,0.099925,1728
72x24,0.117124,1728
96x18,0.183484,1728
91x19,0.167606,1729
51x34,0.082897,1734
102x17,0.204038,1734
56x31,0.088055,1736
62x28,0.097087,1736
79x22,0.134942,1738
47x37,0.082212,1739
58x30,0.091033,1740
60x29,0.094067,1740
87x20,0.157097,1740
67x26,0.107195,1742
83x21,0.146127,1743
97x18,0.189837,1746
46x38,0.083373,1748
76x23,0.129542,1748
92x19,0.172484,1748
53x33,0.085669,1749
50x35,0.083886,1750
70x25,0.114213,1750
103x17,0.209242,1751
73x24,0.121859,1752
45x39,0.084693,1755
65x27,0.104067,1755
44x40,0.086219,1760
55x32,0.088805,1760
80x22,0.139792,1760
88x20,0.162908,1760
43x41,0.093592,1763
49x36,0.084458,1764
63x28,0.101039,1764
84x21,0.150917,1764
98x18,0.193882,1764
57x31,0.091542,1767
93x19,0.178641,1767
52x34,0.086787,1768
68x26,0.111558,1768
104x17,0.214968,1768
61x29,0.097821,1769
59x30,0.095382,1770
77x23,0.133754,1771
71x25,0.118594,1775
48x37,0.085429,1776
74x24,0.125754,1776
89x20,0.166782,1780
54x33,0.089148,1782
66x27,0.107987,1782
81x22,0.144044,1782
99x18,0.199159,1782
51x35,0.086998,1785
85x21,0.155973,1785
47x38,0.086122,1786
94x19,0.182821,1786
56x32,0.092141,1792
64x28,0.105047,1792
46x39,0.087498,1794
69x26,0.115709,1794
78x23,0.138435,1794
58x31,0.095227,1798
62x29,0.101712,1798
45x40,0.088993,1800
50x36,0.088114,1800
60x30,0.098425,1800
72x25,0.123351,1800
75x24,0.130228,1800
90x20,0.173068,1800
100x18,0.206356,1800
53x34,0.090315,1802
44x41,0.090599,1804
82x22,0.149414,1804
95x19,0.189148,1805
43x42,0.098538,1806
86x21,0.160612,1806
67x27,0.112412,1809
49x37,0.088841,1813
55x33,0.092997,1815
79x23,0.141933,1817
101x18,0.2104,1818
52x35,0.091071,1820
65x28,0.108871,1820
70x26,0.119742,1820
91x20,0.178115,1820
48x38,0.089798,1824
57x32,0.095692,1824
76x24,0.135701,1824
96x19,0.193635,1824
73x25,0.127166,1825
83x22,0.154006,1826
63x29,0.105493,1827
87x21,0.165783,1827
59x31,0.099723,1829
61x30,0.102624,1830
47x39,0.091075,1833
51x36,0.091535,1836
54x34,0.093666,1836
68x27,0.116587,1836
102x18,0.216026,1836
46x40,0.092111,1840
80x23,0.146754,1840
92x20,0.183009,1840
97x19,0.200383,1843
45x41,0.093459,1845
71x26,0.124383,1846
44x42,0.095604,1848
56x33,0.096689,1848
66x28,0.113495,1848
77x24,0.141067,1848
84x22,0.159401,1848
88x21,0.171796,1848
50x37,0.092321,1850
74x25,0.131439,1850
103x18,0.222093,1854
53x35,0.094356,1855
58x32,0.10023,1856
64x29,0.109989,1856
60x31,0.103504,1860
62x30,0.106327,1860
93x20,0.188384,1860
49x38,0.093357,1862
98x19,0.205214,1862
69x27,0.121807,1863
81x23,0.152406,1863
89x21,0.176179,1869
55x34,0.097653,1870
85x22,0.164373,1870
48x39,0.094411,1872
52x36,0.095036,1872
72x26,0.128564,1872
78x24,0.145248,1872
104x18,0.227406,1872
75x25,0.137358,1875
67x28,0.117973,1876
47x40,0.096176,1880
94x20,0.194153,1880
57x33,0.100411,1881
99x19,0.210836,1881
65x29,0.11382,1885
46x41,0.09695,1886
82x23,0.156668,1886
51x37,0.095863,1887
59x32,0.103692,1888
45x42,0.099138,1890
54x35,0.098333,1890
63x30,0.110368,1890
70x27,0.126586,1890
90x21,0.182023,1890
61x31,0.107405,1891
44x43,0.100324,1892
86x22,0.169777,1892
79x24,0.149457,1896
73x26,0.13314,1898
50x38,0.096548,1900
76x25,0.142616,1900
95x20,0.198837,1900
100x19,0.218175,1900
56x34,0.101225,1904
68x28,0.121992,1904
53x36,0.099276,1908
83x23,0.161959,1909
49x39,0.097795,1911
91x21,0.1875,1911
58x33,0.104412,1914
66x29,0.118774,1914
87x22,0.174278,1914
71x27,0.130265,1917
101x19,0.223192,1919
