,Time (s),Row x Col
48x40,0.099069,1920
60x32,0.107758,1920
64x30,0.115015,1920
80x24,0.153852,1920
96x20,0.204864,1920
62x31,0.111353,1922
52x37,0.100224,1924
74x26,0.137925,1924
55x35,0.102136,1925
77x25,0.147824,1925
47x41,0.100253,1927
46x42,0.102002,1932
69x28,0.126615,1932
84x23,0.167351,1932
92x21,0.19314,1932
45x43,0.104153,1935
88x22,0.180052,1936
51x38,0.10081,1938
57x34,0.10514,1938
102x19,0.228951,1938
97x20,0.21112,1940
67x29,0.123232,1943
54x36,0.102939,1944
72x27,0.135612,1944
81x24,0.159127,1944
59x33,0.108452,1947
50x39,0.101694,1950
65x30,0.118945,1950
75x26,0.142988,1950
78x25,0.152535,1950
61x32,0.112553,1952
63x31,0.11609,1953
93x21,0.199524,1953
85x23,0.172628,1955
103x19,0.235472,1957
89x22,0.185555,1958
49x40,0.102657,1960
56x35,0.105941,1960
70x28,0.131348,1960
98x20,0.216775,1960
53x37,0.103431,1961
48x41,0.104031,1968
82x24,0.164132,1968
73x27,0.13976,1971
58x34,0.109715,1972
68x29,0.127928,1972
47x42,0.106464,1974
94x21,0.203886,1974
79x25,0.1574,1975
52x38,0.104746,1976
76x26,0.14916,1976
104x19,0.241492,1976
46x43,0.107506,1978
86x23,0.177866,1978
45x44,0.109287,1980
55x36,0.106934,1980
60x33,0.113078,1980
66x30,0.123667,1980
90x22,0.191388,1980
99x20,0.223838,1980
62x32,0.116442,1984
64x31,0.120414,1984
71x28,0.136488,1988
51x39,0.105218,1989
83x24,0.169517,1992
57x35,0.109766,1995
95x21,0.210392,1995
54x37,0.107468,1998
74x27,0.144198,1998
50x40,0.106277,2000
80x25,0.161771,2000
100x20,0.230343,2000
69x29,0.132342,2001
87x23,0.183686,2001
77x26,0.154042,2002
91x22,0.197323,2002
59x34,0.113853,2006
49x41,0.107904,2009
67x30,0.129034,2010
61x33,0.118496,2013
53x38,0.108653,2014
65x31,0.125284,2015
48x42,0.109455,2016
56x36,0.111248,2016
63x32,0.120604,2016
72x28,0.140593,2016
84x24,0.175292,2016
96x21,0.216303,2016
101x20,0.235251,2020
47x43,0.111454,2021
46x44,0.113505,2024
88x23,0.188887,2024
92x22,0.202668,2024
75x27,0.150937,2025
81x25,0.166549,2025
52x39,0.109362,2028
78x26,0.159824,2028
58x35,0.114313,2030
70x29,0.137187,2030
55x37,0.111941,2035
97x21,0.222828,2037
51x40,0.110509,2040
60x34,0.118251,2040
68x30,0.13341,2040
85x24,0.181892,2040
102x20,0.242459,2040
73x28,0.146779,2044
62x33,0.121941,2046
66x31,0.129883,2046
93x22,0.209272,2046
89x23,0.195505,2047
64x32,0.125522,2048
50x41,0.111876,2050
82x25,0.172115,2050
54x38,0.112416,2052
57x36,0.115354,2052
76x27,0.156652,2052
79x26,0.16408,2054
49x42,0.113095,2058
98x21,0.22802,2058
71x29,0.14179,2059
103x20,0.248664,2060
48x43,0.114849,2064
86x24,0.186386,2064
59x35,0.11936,2065
53x39,0.113859,2067
47x44,0.116697,2068
94x22,0.215652,2068
46x45,0.118628,2070
69x30,0.138074,2070
90x23,0.200971,2070
56x37,0.115866,2072
74x28,0.151168,2072
61x34,0.122737,2074
83x25,0.178735,2075
67x31,0.134232,2077
63x33,0.126086,2079
77x27,0.16129,2079
99x21,0.235829,2079
52x40,0.11481,2080
65x32,0.13086,2080
80x26,0.168801,2080
104x20,0.255736,2080
58x36,0.119793,2088
72x29,0.147424,2088
87x24,0.193389,2088
55x38,0.116673,2090
95x22,0.220673,2090
51x41,0.115698,2091
91x23,0.207464,2093
50x42,0.117129,2100
60x35,0.123484,2100
70x30,0.143974,2100
75x28,0.157035,2100
84x25,0.183845,2100
100x21,0.241516,2100
54x39,0.117761,2106
78x27,0.166777,2106
81x26,0.174469,2106
49x43,0.118926,2107
62x34,0.127478,2108
68x31,0.139081,2108
57x37,0.120401,2109
48x44,0.120437,2112
64x33,0.131509,2112
66x32,0.135107,2112
88x24,0.198257,2112
96x22,0.227071,2112
47x45,0.122727,2115
92x23,0.21327,2116
73x29,0.15258,2117
53x40,0.118734,2120
101x21,0.248692,2121
59x36,0.12411,2124
85x25,0.190226,2125
56x38,0.121087,2128
76x28,0.171178,2128
71x30,0.148363,2130
52x41,0.119852,2132
82x26,0.180246,2132
79x27,0.171833,2133
97x22,0.234115,2134
61x35,0.127807,2135
89x24,0.204277,2136
69x31,0.144253,2139
93x23,0.219053,2139
51x42,0.121178,2142
63x34,0.131707,2142
102x21,0.255474,2142
67x32,0.139834,2144
55x39,0.122356,2145
65x33,0.136265,2145
58x37,0.125037,2146
74x29,0.15735,2146
50x43,0.122934,2150
86x25,0.195641,2150
49x44,0.124799,2156
77x28,0.168574,2156
98x22,0.240075,2156
83x26,0.186059,2158
48x45,0.126126,2160
54x40,0.123285,2160
60x36,0.128841,2160
72x30,0.15519,2160
80x27,0.176479,2160
90x24,0.210322,2160
47x46,0.128443,2162
94x23,0.225757,2162
103x21,0.26133,2163
57x38,0.125967,2166
62x35,0.132608,2170
70x31,0.149327,2170
53x41,0.124445,2173
75x29,0.164721,2175
87x25,0.201689,2175
64x34,0.136843,2176
68x32,0.145193,2176
66x33,0.140972,2178
99x22,0.2476,2178
59x37,0.130074,2183
52x42,0.126382,2184
56x39,0.126513,2184
78x28,0.174172,2184
84x26,0.192533,2184
91x24,0.217205,2184
104x21,0.268636,2184
95x23,0.231959,2185
81x27,0.183695,2187
73x30,0.159042,2190
51x43,0.126934,2193
61x36,0.133749,2196
50x44,0.12894,2200
55x40,0.127739,2200
88x25,0.20751,2200
100x22,0.255937,2200
71x31,0.155501,2201
58x38,0.131362,2204
76x29,0.170624,2204
49x45,0.130337,2205
63x35,0.137404,2205
48x46,0.132372,2208
69x32,0.150489,2208
92x24,0.223458,2208
96x23,0.239378,2208
65x34,0.141955,2210
85x26,0.198277,2210
67x33,0.146159,2211
79x28,0.178615,2212
54x41,0.128355,2214
82x27,0.188165,2214
60x37,0.134677,2220
74x30,0.164122,2220
101x22,0.263001,2222
57x39,0.131334,2223
89x25,0.213821,2225
53x42,0.130079,2226
97x23,0.245857,2231
62x36,0.139354,2232
72x31,0.160179,2232
93x24,0.229892,2232
77x29,0.176175,2233
52x43,0.132629,2236
86x26,0.205279,2236
56x40,0.132499,2240
64x35,0.142771,2240
70x32,0.155743,2240
80x28,0.184564,2240
83x27,0.194474,2241
59x38,0.13599,2242
51x44,0.133887,2244
66x34,0.147124,2244
68x33,0.151625,2244
102x22,0.268238,2244
50x45,0.135144,2250
75x30,0.171612,2250
90x25,0.220969,2250
49x46,0.13649,2254
98x23,0.252135,2254
55x41,0.133727,2255
48x47,0.139175,2256
94x24,0.237062,2256
61x37,0.139454,2257
58x39,0.135812,2262
78x29,0.182049,2262
87x26,0.21105,2262
73x31,0.165576,2263
103x22,0.27521,2266
54x42,0.134946,2268
63x36,0.14304,2268
81x28,0.190763,2268
84x27,0.201231,2268
71x32,0.161261,2272
65x35,0.148439,2275
91x25,0.226956,2275
69x33,0.156685,2277
99x23,0.259148,2277
67x34,0.15321,2278
53x43,0.136388,2279
57x40,0.13737,2280
60x38,0.140598,2280
76x30,0.177742,2280
95x24,0.242785,2280
52x44,0.13777,2288
88x26,0.216933,2288
104x22,0.282595,2288
79x29,0.186355,2291
62x37,0.145064,2294
74x31,0.172464,2294
51x45,0.139199,2295
85x27,0.207062,2295
56x41,0.138097,2296
82x28,0.196869,2296
50x46,0.140665,2300
92x25,0.23407,2300
100x23,0.266249,2300
59x39,0.140885,2301
49x47,0.143756,2303
64x36,0.148467,2304
72x32,0.167093,2304
96x24,0.249618,2304
55x42,0.139567,2310
66x35,0.153204,2310
70x33,0.162251,2310
77x30,0.183442,2310
68x34,0.157892,2312
89x26,0.223783,2314
61x38,0.145273,2318
58x40,0.142458,2320
80x29,0.192473,2320
54x43,0.140767,2322
86x27,0.213579,2322
101x23,0.275461,2323
83x28,0.203387,2324
75x31,0.177719,2325
93x25,0.241113,2325
97x24,0.257528,2328
63x37,0.149531,2331
53x44,0.14261,2332
73x32,0.172752,2336
57x41,0.143186,2337
52x45,0.14399,2340
60x39,0.146372,2340
65x36,0.15454,2340
78x30,0.18967,2340
90x26,0.230316,2340
71x33,0.168526,2343
67x35,0.159883,2345
51x46,0.145553,2346
69x34,0.163617,2346
102x23,0.28136,2346
81x29,0.199365,2349
87x27,0.22009,2349
50x47,0.1481,2350
94x25,0.247142,2350
49x48,0.149968,2352
56x42,0.144636,2352
84x28,0.210096,2352
98x24,0.264092,2352
62x38,0.151315,2356
76x31,0.1852,2356
59x40,0.14777,2360
55x43,0.145793,2365
91x26,0.23757,2366
64x37,0.155604,2368
74x32,0.178659,2368
103x23,0.288868,2369
79x30,0.194349,2370
95x25,0.254524,2375
54x44,0.147443,2376
66x36,0.160995,2376
72x33,0.174145,2376
88x27,0.227952,2376
99x24,0.272587,2376
58x41,0.14878,2378
82x29,0.204553,2378
61x39,0.152139,2379
68x35,0.164549,2380
70x34,0.169289,2380
85x28,0.216117,2380
53x45,0.148841,2385
77x31,0.191256,2387
52x46,0.150676,2392
92x26,0.244018,2392
104x23,0.297059,2392
57x42,0.149945,2394
63x38,0.156151,2394
51x47,0.152718,2397
50x48,0.154302,2400
60x40,0.153146,2400
75x32,0.185627,2400
80x30,0.200566,2400
96x25,0.262055,2400
100x24,0.280346,2400
89x27,0.234148,2403
65x37,0.161165,2405
83x29,0.211426,2407
56x43,0.150924,2408
86x28,0.222491,2408
73x33,0.18025,2409
67x36,0.166368,2412
71x34,0.17533,2414
69x35,0.170386,2415
62x39,0.157519,2418
78x31,0.197465,2418
93x26,0.251921,2418
59x41,0.153438,2419
55x44,0.152094,2420
101x24,0.287169,2424
97x25,0.268972,2425
54x45,0.153412,2430
81x30,0.206859,2430
90x27,0.240466,2430
64x38,0.161056,2432
76x32,0.192751,2432
58x42,0.154658,2436
84x29,0.218816,2436
87x28,0.229468,2436
53x46,0.155645,2438
61x40,0.158513,2440
66x37,0.166465,2442
74x33,0.186622,2442
52x47,0.157221,2444
94x26,0.258882,2444
51x48,0.159455,2448
68x36,0.171331,2448
72x34,0.181231,2448
102x24,0.294468,2448
79x31,0.202597,2449
50x49,0.162138,2450
70x35,0.177027,2450
98x25,0.276724,2450
57x43,0.156829,2451
63x39,0.161955,2457
91x27,0.248043,2457
60x41,0.159058,2460
82x30,0.213747,2460
56x44,0.1575,2464
77x32,0.198851,2464
88x28,0.236496,2464
85x29,0.226435,2465
65x38,0.167624,2470
95x26,0.266075,2470
103x24,0.303018,2472
55x45,0.158723,2475
75x33,0.202587,2475
99x25,0.284458,2475
59x42,0.160152,2478
67x37,0.172425,2479
62x40,0.162722,2480
80x31,0.208626,2480
73x34,0.187992,2482
54x46,0.160497,2484
69x36,0.177493,2484
92x27,0.254972,2484
71x35,0.182358,2485
83x30,0.220074,2490
53x47,0.162665,2491
89x28,0.24275,2492
58x43,0.161417,2494
86x29,0.234097,2494
52x48,0.164654,2496
64x39,0.168809,2496
78x32,0.206006,2496
96x26,0.273337,2496
104x24,0.311496,2496
51x49,0.166889,2499
100x25,0.293012,2500
61x41,0.164177,2501
57x44,0.162172,2508
66x38,0.173455,2508
76x33,0.200641,2508
81x31,0.215247,2511
93x27,0.262248,2511
68x37,0.178751,2516
74x34,0.194,2516
56x45,0.164335,2520
60x42,0.165281,2520
63x40,0.169037,2520
70x36,0.183475,2520
72x35,0.188759,2520
84x30,0.227415,2520
90x28,0.250451,2520
97x26,0.281137,2522
87x29,0.239478,2523
101x25,0.30087,2525
79x32,0.210315,2528
55x46,0.165683,2530
65x39,0.17398,2535
59x43,0.166942,2537
54x47,0.16766,2538
94x27,0.269752,2538
77x33,0.207584,2541
62x41,0.1701,2542
82x31,0.222091,2542
53x48,0.169713,2544
67x38,0.179525,2546
52x49,0.172308,2548
91x28,0.258915,2548
98x26,0.289826,2548
51x50,0.17479,2550
75x34,0.201462,2550
85x30,0.234288,2550
102x25,0.30871,2550
58x44,0.168282,2552
88x29,0.246522,2552
69x37,0.183874,2553
73x35,0.195381,2555
71x36,0.189867,2556
64x40,0.174729,2560
80x32,0.217129,2560
61x42,0.171238,2562
57x45,0.169591,2565
95x27,0.278443,2565
83x31,0.229186,2573
66x39,0.180189,2574
78x33,0.214297,2574
99x26,0.296793,2574
103x25,0.316573,2575
56x46,0.171395,2576
92x28,0.265668,2576
60x43,0.172677,2580
86x30,0.242739,2580
89x29,0.253546,2581
63x41,0.176217,2583
68x38,0.186508,2584
76x34,0.209816,2584
55x47,0.172887,2585
70x37,0.190376,2590
74x35,0.201219,2590
54x48,0.175589,2592
72x36,0.195732,2592
81x32,0.224639,2592
96x27,0.28569,2592
59x44,0.173842,2596
53x49,0.177478,2597
52x50,0.180642,2600
65x40,0.181222,2600
100x26,0.306554,2600
104x25,0.324993,2600
62x42,0.177819,2604
84x31,0.236486,2604
93x28,0.273505,2604
79x33,0.219067,2607
58x45,0.175294,2610
87x30,0.249039,2610
90x29,0.262292,2610
67x39,0.186285,2613
77x34,0.215693,2618
97x27,0.293043,2619
57x46,0.176689,2622
69x38,0.191853,2622
61x43,0.178589,2623
64x41,0.181786,2624
82x32,0.230984,2624
75x35,0.209085,2625
101x26,0.313256,2626
71x37,0.197644,2627
73x36,0.203345,2628
56x47,0.179402,2632
94x28,0.281072,2632
85x31,0.24395,2635
91x29,0.269584,2639
55x48,0.180784,2640
60x44,0.179881,2640
66x40,0.18707,2640
80x33,0.226507,2640
88x30,0.256747,2640
54x49,0.183092,2646
63x42,0.18303,2646
98x27,0.3014,2646
53x50,0.185495,2650
52x51,0.188961,2652
68x39,0.193923,2652
78x34,0.22229,2652
102x26,0.322595,2652
59x45,0.181701,2655
83x32,0.239503,2656
70x38,0.19864,2660
76x35,0.217699,2660
95x28,0.29004,2660
72x37,0.204653,2664
74x36,0.209695,2664
65x41,0.187967,2665
62x43,0.185102,2666
86x31,0.250882,2666
58x46,0.183063,2668
92x29,0.276178,2668
89x30,0.264248,2670
81x33,0.233048,2673
99x27,0.309943,2673
103x26,0.330184,2678
57x47,0.184909,2679
67x40,0.193595,2680
61x44,0.186613,2684
79x34,0.227405,2686
56x48,0.186557,2688
64x42,0.189642,2688
84x32,0.245609,2688
96x28,0.297476,2688
69x39,0.19916,2691
55x49,0.188723,2695
77x35,0.224589,2695
87x31,0.260053,2697
93x29,0.284913,2697
71x38,0.204549,2698
54x50,0.191272,2700
60x45,0.187103,2700
75x36,0.2172,2700
90x30,0.272413,2700
100x27,0.318535,2700
73x37,0.210245,2701
53x51,0.194187,2703
104x26,0.340444,2704
66x41,0.195174,2706
82x33,0.240248,2706
63x43,0.190764,2709
59x46,0.189029,2714
97x28,0.305616,2716
68x40,0.201084,2720
80x34,0.235062,2720
85x32,0.253527,2720
58x47,0.190417,2726
94x29,0.293401,2726
101x27,0.327498,2727
62x44,0.191991,2728
88x31,0.266473,2728
65x42,0.195562,2730
70x39,0.206002,2730
78x35,0.231544,2730
91x30,0.279972,2730
57x48,0.192114,2736
72x38,0.211467,2736
76x36,0.225991,2736
74x37,0.217321,2738
83x33,0.24862,2739
56x49,0.194919,2744
98x28,0.315306,2744
61x45,0.194019,2745
67x41,0.201236,2747
55x50,0.19684,2750
64x43,0.196949,2752
86x32,0.26141,2752
54x51,0.199534,2754
81x34,0.242168,2754
102x27,0.33565,2754
95x29,0.301283,2755
53x52,0.202562,2756
89x31,0.275088,2759
60x46,0.195136,2760
69x40,0.206492,2760
92x30,0.288318,2760
79x35,0.236544,2765
71x39,0.212513,2769
63x44,0.198464,2772
66x42,0.202522,2772
77x36,0.232797,2772
84x33,0.255962,2772
99x28,0.322669,2772
59x47,0.196754,2773
73x38,0.218614,2774
75x37,0.226625,2775
103x27,0.345069,2781
58x48,0.198383,2784
87x32,0.268784,2784
96x29,0.309855,2784
68x41,0.208312,2788
82x34,0.250378,2788
62x45,0.199628,2790
90x31,0.282979,2790
93x30,0.296256,2790
57x49,0.200465,2793
65x43,0.203329,2795
56x50,0.203864,2800
70x40,0.213708,2800
80x35,0.243806,2800
100x28,0.332746,2800
55x51,0.20549,2805
85x33,0.264156,2805
61x46,0.201152,2806
54x52,0.208302,2808
72x39,0.219351,2808
78x36,0.24024,2808
104x27,0.354388,2808
74x38,0.226318,2812
76x37,0.234559,2812
97x29,0.31842,2813
67x42,0.209055,2814
64x44,0.204745,2816
88x32,0.278043,2816
60x47,0.203483,2820
94x30,0.305152,2820
91x31,0.290849,2821
83x34,0.258082,2822
101x28,0.341758,2828
69x41,0.214955,2829
59x48,0.20577,2832
63x45,0.206251,2835
81x35,0.251543,2835
66x43,0.211255,2838
86x33,0.272261,2838
71x40,0.221165,2840
58x49,0.207078,2842
98x29,0.327064,2842
79x36,0.245346,2844
73x39,0.226754,2847
89x32,0.285208,2848
77x37,0.241874,2849
57x50,0.209562,2850
75x38,0.234937,2850
95x30,0.314001,2850
62x46,0.207518,2852
92x31,0.299502,2852
56x51,0.211964,2856
68x42,0.21564,2856
84x34,0.265533,2856
102x28,0.351109,2856
55x52,0.214644,2860
65x44,0.210969,2860
54x53,0.217786,2862
61x47,0.209277,2867
70x41,0.222107,2870
82x35,0.26047,2870
87x33,0.280292,2871
99x29,0.336408,2871
60x48,0.211325,2880
64x45,0.212963,2880
72x40,0.229118,2880
80x36,0.253599,2880
90x32,0.294209,2880
96x30,0.32324,2880
67x43,0.217793,2881
93x31,0.308541,2883
103x28,0.359457,2884
74x39,0.234585,2886
78x37,0.24879,2886
76x38,0.242486,2888
85x34,0.273905,2890
59x49,0.214538,2891
63x46,0.214039,2898
69x42,0.223251,2898
58x50,0.215316,2900
100x29,0.345162,2900
66x44,0.218035,2904
88x33,0.288392,2904
83x35,0.2674,2905
57x51,0.218322,2907
97x30,0.331639,2910
71x41,0.229761,2911
56x52,0.221157,2912
91x32,0.302227,2912
104x28,0.36875,2912
62x47,0.215722,2914
94x31,0.316455,2914
55x53,0.224494,2915
81x36,0.261782,2916
73x40,0.235106,2920
79x37,0.254765,2923
68x43,0.224585,2924
86x34,0.282827,2924
65x45,0.220093,2925
75x39,0.24229,2925
77x38,0.250456,2926
61x48,0.218245,2928
101x29,0.354503,2929
89x33,0.296604,2937
60x49,0.22026,2940
70x42,0.229942,2940
84x35,0.275733,2940
98x30,0.340822,2940
64x46,0.220931,2944
92x32,0.310652,2944
95x31,0.326051,2945
67x44,0.226069,2948
59x50,0.222775,2950
72x41,0.236681,2952
82x36,0.269883,2952
58x51,0.224594,2958
87x34,0.290931,2958
102x29,0.364429,2958
74x40,0.243455,2960
80x37,0.262603,2960
63x47,0.223126,2961
57x52,0.227691,2964
76x39,0.25173,2964
78x38,0.258422,2964
69x43,0.231889,2967
56x53,0.230604,2968
55x54,0.233999,2970
66x45,0.226532,2970
90x33,0.305638,2970
99x30,0.349737,2970
85x35,0.284925,2975
62x48,0.224652,2976
93x32,0.319769,2976
96x31,0.335103,2976
71x42,0.237451,2982
103x29,0.375217,2987
83x36,0.278083,2988
61x49,0.226654,2989
65x46,0.228051,2990
68x44,0.233276,2992
88x34,0.299876,2992
73x41,0.243942,2993
81x37,0.270507,2997
60x50,0.228635,3000
75x40,0.251148,3000
100x30,0.360536,3000
79x38,0.264375,3002
77x39,0.259575,3003
91x33,0.314474,3003
97x31,0.344341,3007
64x47,0.229527,3008
94x32,0.328472,3008
59x51,0.231546,3009
70x43,0.239047,3010
86x35,0.294385,3010
67x45,0.235147,3015
58x52,0.234066,3016
104x29,0.384495,3016
57x53,0.237767,3021
56x54,0.240498,3024
63x48,0.231626,3024
72x42,0.245015,3024
84x36,0.286314,3024
89x34,0.308996,3026
101x30,0.370421,3030
74x41,0.251471,3034
82x37,0.279894,3034
66x46,0.235044,3036
69x44,0.240357,3036
92x33,0.323328,3036
62x49,0.233699,3038
98x31,0.352471,3038
76x40,0.260507,3040
80x38,0.272943,3040
95x32,0.338068,3040
78x39,0.268157,3042
87x35,0.301252,3045
61x50,0.237158,3050
71x43,0.246368,3053
65x47,0.236526,3055
60x51,0.238667,3060
68x45,0.24157,3060
85x36,0.295019,3060
90x34,0.317637,3060
102x30,0.378401,3060
73x42,0.253366,3066
59x52,0.2414,3068
93x33,0.332315,3069
99x31,0.362962,3069
83x37,0.28769,3071
64x48,0.239608,3072
96x32,0.34718,3072
58x53,0.244086,3074
75x41,0.268913,3075
57x54,0.24728,3078
81x38,0.280321,3078
56x55,0.250708,3080
70x44,0.247952,3080
77x40,0.268915,3080
88x35,0.310057,3080
79x39,0.274898,3081
67x46,0.243608,3082
63x49,0.240645,3087
103x30,0.390832,3090
91x34,0.32676,3094
72x43,0.254636,3096
86x36,0.304425,3096
62x50,0.243185,3100
100x31,0.372932,3100
66x47,0.244513,3102
94x33,0.342375,3102
97x32,0.356232,3104
69x45,0.249595,3105
74x42,0.26152,3108
84x37,0.297268,3108
61x51,0.245707,3111
89x35,0.319419,3115
76x41,0.270339,3116
82x38,0.289105,3116
60x52,0.248513,3120
65x48,0.246378,3120
78x40,0.277317,3120
80x39,0.281824,3120
104x30,0.400486,3120
71x44,0.255714,3124
59x53,0.252238,3127
68x46,0.250756,3128
92x34,0.336013,3128
101x31,0.382984,3131
58x54,0.253868,3132
87x36,0.312493,3132
57x55,0.257099,3135
95x33,0.351753,3135
64x49,0.247818,3136
98x32,0.366728,3136
73x43,0.262393,3139
85x37,0.305102,3145
67x47,0.252153,3149
63x50,0.251003,3150
70x45,0.257437,3150
75x42,0.366163,3150
90x35,0.328558,3150
83x38,0.299224,3154
77x41,0.27882,3157
81x39,0.290839,3159
79x40,0.284097,3160
62x51,0.254188,3162
93x34,0.345099,3162
102x31,0.394018,3162
66x48,0.253972,3168
72x44,0.263919,3168
88x36,0.321989,3168
96x33,0.36124,3168
99x32,0.376527,3168
61x52,0.255024,3172
69x46,0.258456,3174
60x53,0.258009,3180
74x43,0.271891,3182
86x37,0.314991,3182
65x49,0.255519,3185
91x35,0.338715,3185
59x54,0.261539,3186
58x55,0.264666,3190
57x56,0.26811,3192
76x42,0.279814,3192
84x38,0.307363,3192
103x31,0.405707,3193
71x45,0.264899,3195
68x47,0.259948,3196
94x34,0.354374,3196
78x41,0.287415,3198
82x39,0.299909,3198
64x50,0.257662,3200
80x40,0.292601,3200
100x32,0.388171,3200
97x33,0.370966,3201
89x36,0.330423,3204
73x44,0.271418,3212
63x51,0.260605,3213
67x48,0.262258,3216
87x37,0.324811,3219
70x46,0.266771,3220
92x35,0.348137,3220
62x52,0.262351,3224
104x31,0.414069,3224
75x43,0.297496,3225
85x38,0.316803,3230
95x34,0.365327,3230
101x32,0.398759,3232
61x53,0.265971,3233
66x49,0.263797,3234
77x42,0.289373,3234
98x33,0.381023,3234
83x39,0.308492,3237
79x41,0.293585,3239
60x54,0.268397,3240
72x45,0.273016,3240
81x40,0.300718,3240
90x36,0.340752,3240
69x47,0.268667,3243
59x55,0.272604,3245
58x56,0.27453,3248
65x50,0.265433,3250
93x35,0.358122,3255
74x44,0.2811,3256
88x37,0.33286,3256
64x51,0.268643,3264
68x48,0.270172,3264
96x34,0.37563,3264
102x32,0.408836,3264
71x46,0.275659,3266
99x33,0.390689,3267
76x43,0.289938,3268
86x38,0.326547,3268
63x52,0.271119,3276
78x42,0.322872,3276
84x39,0.318966,3276
91x36,0.350603,3276
80x41,0.303151,3280
82x40,0.3108,3280
67x49,0.271192,3283
73x45,0.281581,3285
62x53,0.272905,3286
70x47,0.276007,3290
94x35,0.367597,3290
89x37,0.343923,3293
61x54,0.276525,3294
103x32,0.419592,3296
97x34,0.384522,3298
60x55,0.279104,3300
66x50,0.274208,3300
75x44,0.304702,3300
100x33,0.40144,3300
59x56,0.282691,3304
58x57,0.286097,3306
87x38,0.334922,3306
77x43,0.298956,3311
69x48,0.279124,3312
72x46,0.283624,3312
92x36,0.360343,3312
65x51,0.275708,3315
85x39,0.327323,3315
79x42,0.303751,3318
83x40,0.319321,3320
81x41,0.311307,3321
95x35,0.377608,3325
64x52,0.277767,3328
104x32,0.430097,3328
74x45,0.290284,3330
90x37,0.35246,3330
68x49,0.279757,3332
98x34,0.395578,3332
101x33,0.412931,3333
71x47,0.284737,3337
63x53,0.281365,3339
76x44,0.30032,3344
88x38,0.344573,3344
62x54,0.28352,3348
93x36,0.370814,3348
67x50,0.28203,3350
78x43,0.324275,3354
86x39,0.337435,3354
61x55,0.288153,3355
73x46,0.291745,3358
60x56,0.290534,3360
70x48,0.286233,3360
80x42,0.313492,3360
84x40,0.328823,3360
96x35,0.38764,3360
82x41,0.323114,3362
59x57,0.295802,3363
66x51,0.28449,3366
99x34,0.406102,3366
102x33,0.423737,3366
91x37,0.362978,3367
75x45,0.323227,3375
65x52,0.286844,3380
69x49,0.288511,3381
89x38,0.355019,3382
72x47,0.294406,3384
94x36,0.381011,3384
77x44,0.309766,3388
64x53,0.288956,3392
87x39,0.347663,3393
97x35,0.398433,3395
79x43,0.314402,3397
103x33,0.435793,3399
68x50,0.290267,3400
85x40,0.339447,3400
100x34,0.417102,3400
63x54,0.291286,3402
81x42,0.322855,3402
83x41,0.332026,3403
74x46,0.300511,3404
92x37,0.37232,3404
71x48,0.295051,3408
62x55,0.294262,3410
61x56,0.298004,3416
67x51,0.292365,3417
60x57,0.302088,3420
76x45,0.311957,3420
90x38,0.364928,3420
95x36,0.392311,3420
59x58,0.305688,3422
70x49,0.297499,3430
98x35,0.409153,3430
73x47,0.302222,3431
66x52,0.295247,3432
78x44,0.358258,3432
88x39,0.356061,3432
104x33,0.445607,3432
101x34,0.428637,3434
80x43,0.32435,3440
86x40,0.3494,3440
93x37,0.383857,3441
82x42,0.332214,3444
84x41,0.340589,3444
65x53,0.298386,3445
69x50,0.298958,3450
75x46,0.345577,3450
64x54,0.299711,3456
72x48,0.30275,3456
96x36,0.402306,3456
91x38,0.374712,3458
63x55,0.303929,3465
77x45,0.320026,3465
99x35,0.419562,3465
68x51,0.300611,3468
102x34,0.439543,3468
89x39,0.366354,3471
62x56,0.306315,3472
79x44,0.325892,3476
61x57,0.309918,3477
74x47,0.310595,3478
94x37,0.393757,3478
71x49,0.305713,3479
60x58,0.314104,3480
87x40,0.359855,3480
81x43,0.333262,3483
67x52,0.303261,3484
85x41,0.350168,3485
83x42,0.343493,3486
97x36,0.412271,3492
76x46,0.321988,3496
92x38,0.386632,3496
66x53,0.305511,3498
70x50,0.307547,3500
100x35,0.430956,3500
103x34,0.450635,3502
73x48,0.312554,3504
65x54,0.309416,3510
78x45,0.332435,3510
90x39,0.377413,3510
95x37,0.404283,3515
69x51,0.309792,3519
64x55,0.312514,3520
80x44,0.335814,3520
88x40,0.368213,3520
75x47,0.34192,3525
82x43,0.344324,3526
86x41,0.361004,3526
63x56,0.314834,3528
72x49,0.314822,3528
84x42,0.353752,3528
98x36,0.422829,3528
62x57,0.317956,3534
93x38,0.396153,3534
101x35,0.445569,3535
68x52,0.31258,3536
104x34,0.462794,3536
61x58,0.321642,3538
60x59,0.326044,3540
77x46,0.331777,3542
91x39,0.387958,3549
71x50,0.31642,3550
67x53,0.314465,3551
74x48,0.321888,3552
96x37,0.415854,3552
79x45,0.336621,3555
89x40,0.380006,3560
66x54,0.317253,3564
81x44,0.346429,3564
99x36,0.435434,3564
87x41,0.371402,3567
83x43,0.354306,3569
70x51,0.318385,3570
85x42,0.362793,3570
102x35,0.454192,3570
76x47,0.333131,3572
94x38,0.407505,3572
65x55,0.320171,3575
73x49,0.323535,3577
64x56,0.323571,3584
69x52,0.320554,3588
78x46,0.341827,3588
92x39,0.398088,3588
97x37,0.42651,3589
63x57,0.327405,3591
62x58,0.330939,3596
61x59,0.335454,3599
72x50,0.325116,3600
75x48,0.350868,3600
80x45,0.347173,3600
90x40,0.391256,3600
